SubjNum,Name,Start Time,End Time,Days of Week,Room,Building
FAA499,Special Topics,1:00 PM,3:50 PM,M,FAB LAB,"Art-East Annex, Studio 2"
FIN199,Undergraduate Open Seminar,ARRANGED,,,,
FIN221,Corporate Finance,9:00 AM,9:50 AM,F,243,Wohlers Hall
FIN230,Introduction to Insurance,9:30 AM,10:50 AM,MW,2100,Sidney Lu Mech Engr Bldg
FIN241,Fundamentals of Real Estate,ARRANGED,,,,
FIN300,Financial Markets,9:30 AM,10:50 AM,MW,245,Wohlers Hall
FIN321,Advanced Corporate Finance,3:30 PM,4:50 PM,MW,2057,Business Instructional Fac
FIN390,Finance Academy,12:30 PM,1:50 PM,T,1029C,Business Instructional Fac
FIN391,Investment Banking Academy,3:30 PM,4:50 PM,TR,2063,Business Instructional Fac
FIN392,Investment Management Academy,11:00 AM,12:20 PM,TR,1029C,Business Instructional Fac
FIN393,Risk Management Academy,5:00 PM,6:50 PM,R,2041,Business Instructional Fac
FIN394,Women in Finance Academy,5:30 PM,6:50 PM,W,2041,Business Instructional Fac
FIN411,Investment &amp; Portfolio Mngt,9:30 AM,10:50 AM,MW,240,Wohlers Hall
FIN412,Options and Futures Markets,9:30 AM,10:50 AM,MW,2063,Business Instructional Fac
FIN415,Fixed Income Portfolios,12:30 PM,1:50 PM,TR,3003,Business Instructional Fac
FIN418,Financial Modeling,9:30 AM,10:50 AM,MW,3041,Business Instructional Fac
FIN419,Real Client Managed Portfolios,9:30 AM,10:50 AM,TR,1029C,Business Instructional Fac
FIN423,Entrepreneurial Finance,3:30 PM,4:50 PM,MW,245,Wohlers Hall
FIN424,Mergers and Acquisition,2:00 PM,3:20 PM,TR,226,Wohlers Hall
FIN425,Private Equity/Venture Capital,12:30 PM,1:50 PM,MW,243,Wohlers Hall
FIN428,Cases in Financial Derivatives,11:00 AM,12:20 PM,MW,3041,Business Instructional Fac
FIN432,Managing Market Risks for Financial Institutions,2:00 PM,3:20 PM,MW,1029C,Business Instructional Fac
FIN433,Corporate Risk Management,2:00 PM,3:20 PM,MW,241,Wohlers Hall
FIN434,Employee Benefit Plans,8:00 AM,9:20 AM,TR,2041,Business Instructional Fac
FIN435,Personal Wealth Management,ARRANGED,,,,
FIN445,Real Estate Investment,12:30 PM,1:50 PM,MW,3041,Business Instructional Fac
FIN463,Investment Banking,2:00 PM,3:20 PM,TR,2011,Business Instructional Fac
FIN464,Applied Financial Analysis,11:00 AM,12:20 PM,TR,236,Wohlers Hall
FIN490,Special Topics in Finance,3:30 PM,4:50 PM,MW,3007,Business Instructional Fac
FIN494,Senior Research,ARRANGED,,,,
FIN495,Senior Research,ARRANGED,,,,
FIN500,Introduction to Finance,3:30 PM,4:50 PM,MW,2007,Business Instructional Fac
FIN501,Economics of Stock Market Fundamentals,12:30 PM,1:50 PM,TR,241,Wohlers Hall
FIN502,Quantitative Finance,11:00 AM,12:20 PM,MW,3007,Business Instructional Fac
FIN503,Quantitative Finance II,11:00 AM,12:20 PM,MW,3007,Business Instructional Fac
FIN504,Accounting for Financial Analysis,8:00 AM,9:20 AM,TR,152,Wohlers Hall
FIN511,Investments,ARRANGED,,,,
FIN512,Financial Derivatives,9:30 AM,10:50 AM,TR,3039,Business Instructional Fac
FIN514,Valuation of Complex Derivative Securities,2:00 PM,3:20 PM,MW,3007,Business Instructional Fac
FIN515,Fixed Income Portfolios,12:30 PM,1:50 PM,TR,3003,Business Instructional Fac
FIN516,Term Structure Models,12:30 PM,1:50 PM,MW,3007,Business Instructional Fac
FIN517,Advanced Term Structure Models,12:30 PM,1:50 PM,MW,3007,Business Instructional Fac
FIN518,Financial Modeling,9:30 AM,10:50 AM,MW,3041,Business Instructional Fac
FIN521,Advanced Corporate Finance,12:30 PM,1:50 PM,TR,245,Wohlers Hall
FIN522,Cases in Financial Strategy,2:00 PM,3:20 PM,MW,130,Wohlers Hall
FIN526,Investment Banking,2:00 PM,3:20 PM,TR,2011,Business Instructional Fac
FIN528,Cases in Financial Derivatives,11:00 AM,12:20 PM,MW,3041,Business Instructional Fac
FIN529,Applied Financial Analysis,11:00 AM,12:20 PM,TR,236,Wohlers Hall
FIN530,Foundations in Risk Management,2:00 PM,3:20 PM,MW,241,Wohlers Hall
FIN532,Managing Market Risks for Financial Institutions,2:00 PM,3:20 PM,MW,1029C,Business Instructional Fac
FIN535,Wealth Management,9:30 AM,10:50 AM,TR,2043,Business Instructional Fac
FIN545,Real Estate Investment,12:30 PM,1:50 PM,MW,3041,Business Instructional Fac
FIN550,Big Data Analytics in Finance for Predictive and Causal Analysis,11:00 AM,12:20 PM,MW,3039,Business Instructional Fac
FIN552,Applied Financial Econometrics,9:30 AM,10:50 AM,MW,1029C,Business Instructional Fac
FIN553,Machine Learning in Finance,11:00 AM,12:20 PM,TR,3039,Business Instructional Fac
FIN556,Algorithmic Market Microstructure,6:30 PM,9:20 PM,T,,
FIN572,The Finance of Mergers and Acquisitions,ARRANGED,,,,
FIN573,Applications of Investment Banking Concepts,ARRANGED,,,,
FIN580,Special Topics in Finance,3:30 PM,4:50 PM,MW,1029C,Business Instructional Fac
FIN581,Professional Development,6:00 PM,7:20 PM,MW,114,David Kinley Hall
FIN582,Project Management,5:00 PM,6:20 PM,T,3039,Business Instructional Fac
FIN583,Practicum,ARRANGED,,,,
FIN589,Applied Portfolio Management,9:30 AM,10:50 AM,TR,1029C,Business Instructional Fac
FIN590,Individual Study and Research,ARRANGED,,,,
FIN591,Theory of Finance,2:00 PM,3:20 PM,MW,ARR,Business Instructional Fac
FIN594,Seminar in Corporate Finance,11:00 AM,1:50 PM,T,ARR,Business Instructional Fac
FIN599,Thesis Research,ARRANGED,,,,
FLTE475,Learning to Teach World Language,4:30 PM,7:10 PM,W,G32,Foreign Languages Building
FLTE478,Secondary World Language Teaching,5:00 PM,7:30 PM,T,G32,Foreign Languages Building
FR101,Elementary French I,9:00 AM,9:50 AM,MTWR,,
FR102,Elementary French II,10:00 AM,10:50 AM,MTWR,326,David Kinley Hall
FR103,Intermediate French I,10:00 AM,10:50 AM,MTWR,222,David Kinley Hall
FR104,Intermediate French II,10:00 AM,10:50 AM,MTWR,1120,Foreign Languages Building
FR156,Exploring Paris,12:30 PM,1:50 PM,TR,124,Burrill Hall
FR199,Undergraduate Open Seminar,ARRANGED,,,,
FR205,French in Conversation,10:00 AM,10:50 AM,MWF,G18,Foreign Languages Building
FR207,Writing and Grammar Workshop,11:00 AM,12:20 PM,TR,345,Altgeld Hall
FR211,Introduction to Literary Studies,2:00 PM,3:20 PM,MW,1048,Foreign Languages Building
FR314,Advanced Grammar and Writing,11:00 AM,12:20 PM,TR,311,Gregory Hall
FR337,Contemporary France,3:30 PM,4:50 PM,TR,G30,Foreign Languages Building
FR385,Politics of the European Union,2:00 PM,3:20 PM,MW,209,David Kinley Hall
FR390,Indiv Study Major Tutorial,ARRANGED,,,,
FR419,Techniques in Translation,1:00 PM,2:20 PM,MW,313,Mumford Hall
FR460,Principles of Language Testing,12:30 PM,1:50 PM,TR,G23,Foreign Languages Building
FR481,Theoretical Foundations of SLA,1:00 PM,1:50 PM,MWF,219,Gregory Hall
FR492,Senior Thesis,ARRANGED,,,,
FR505,Teaching College and Secondary Foreign Language,10:00 AM,11:50 AM,F,1112,Foreign Languages Building
FR572,Seminar 17thC French Lit,3:00 PM,4:50 PM,R,1112,Foreign Languages Building
FR579,Seminar in French Literature,2:00 PM,3:50 PM,W,1128,Foreign Languages Building
FR584,Theories in Second Language Acquisition,3:00 PM,5:50 PM,W,1136,Foreign Languages Building
FR588,Sem Second Lang Learn,2:00 PM,3:50 PM,T,321,Gregory Hall
FR591,Individual Topics,ARRANGED,,,,
FR599,Thesis Research,ARRANGED,,,,
FSHN101,The Science of Food and How it Relates to You,11:00 AM,11:50 AM,MWF,1024,Chemistry Annex
FSHN120,Contemporary Nutrition,12:30 PM,1:50 PM,TR,AUD,Foellinger Auditorium
FSHN125,Intro to Human Nutrition,2:00 PM,2:50 PM,W,328,Bevier Hall
FSHN130,Introduction to Food Science,2:00 PM,2:50 PM,W,108,Bevier Hall
FSHN140,Introduction to Hospitality,10:00 AM,10:50 AM,MWF,103,Bevier Hall
FSHN150,Introduction to Dietetics,10:00 AM,10:50 AM,W,328,Bevier Hall
FSHN175,Science of Fermented Foods,ARRANGED,,,,
FSHN193,Edible Entrepreneurialism - Feeding Ideas for the Future,ARRANGED,,,,
FSHN199,Undergraduate Open Seminar,ARRANGED,,,,
FSHN220,Principles of Nutrition,11:00 AM,11:50 AM,MWF,166,Bevier Hall
FSHN230,Food Sci Professional Issues,3:30 PM,4:20 PM,W,108,Bevier Hall
FSHN231,Food Systems: Cacao &amp; Chocolate,2:00 PM,3:40 PM,M,108,Bevier Hall
FSHN232,Science of Food Preparation,12:00 PM,12:50 PM,F,108,Bevier Hall
FSHN249,Food Service Sanitation,ARRANGED,,,,
FSHN250,Nutritional Physiology I,11:00 AM,12:20 PM,TR,328,Bevier Hall
FSHN293,Off Campus Internship,ARRANGED,,,,
FSHN294,On Campus Internship,ARRANGED,,,,
FSHN295,UG Research or Thesis,ARRANGED,,,,
FSHN302,Sensory Evaluation of Foods,11:00 AM,12:50 PM,T,372,Bevier Hall
FSHN340,Food Production and Service,8:30 AM,1:50 PM,MW,292,Bevier Hall
FSHN343,"Foundations in Beverage Management: Introduction to Wine, Beer and Spirits",3:30 PM,5:10 PM,TR,35,Campus Instructional Facility
FSHN345,Strategic Operations Management,3:30 PM,4:50 PM,TR,328,Bevier Hall
FSHN396,UG Honors Research or Thesis,ARRANGED,,,,
FSHN398,Undergraduate Seminar,9:30 AM,11:10 AM,W,,
FSHN414,Food Chemistry,1:00 PM,1:50 PM,MWF,166,Bevier Hall
FSHN416,Food Chemistry Laboratory,3:00 PM,5:50 PM,T,280,Agricultural Engr Sciences Bld
FSHN417,Neuroscience of Eating &amp; Drinking,1:00 PM,2:50 PM,WF,1306,Everitt Laboratory
FSHN419,Food Ingredient Technology,10:00 AM,12:50 PM,M,328,Bevier Hall
FSHN420,Nutritional Aspects of Disease,9:30 AM,10:50 AM,TR,131,Animal Sciences Laboratory
FSHN422,Introduction to Personalized Nutrition,ARRANGED,,,,
FSHN423,Advances in Foods &amp; Nutrition,ARRANGED,,,,
FSHN426,Biochemical Nutrition I,ARRANGED,,,,
FSHN428,Community Nutrition,12:30 PM,1:50 PM,TR,131,Animal Sciences Laboratory
FSHN440,Applied Statistical Methods I,3:30 PM,4:50 PM,TR,149,National Soybean Res Ctr
FSHN441,Services Management,12:00 PM,1:20 PM,MW,108,Bevier Hall
FSHN450,Dietetics: Professional Issues,3:00 PM,4:40 PM,W,242,Bevier Hall
FSHN453,Nutrition for Performance,9:30 AM,10:50 AM,TR,W109,Turner Hall
FSHN460,Food Processing Engineering,10:00 AM,11:20 AM,W,272,Agricultural Engr Sciences Bld
FSHN464,Beverage Science &amp; Technology,5:30 PM,7:30 PM,T,,
FSHN465,Principles of Food Technology,11:00 AM,12:00 PM,T,,
FSHN480,Basic Toxicology,9:00 AM,9:50 AM,MWF,,
FSHN483,Food Processing Unit Operations II,2:00 PM,3:50 PM,MW,,
FSHN484,Food Processing Unit Operations II Lab,2:00 PM,5:00 PM,M,272,Agricultural Engr Sciences Bld
FSHN499,Cur Topics in FS &amp; Human Nutr,ARRANGED,,,,
FSHN510,Topics in Nutrition Research,5:30 PM,6:50 PM,R,,
FSHN514,Advanced Food Chemistry,9:00 AM,10:40 AM,F,328,Bevier Hall
FSHN519,Flavor Chemistry and Analysis,2:00 PM,4:50 PM,TR,201,Agricultural Bioprocess Lab
FSHN521,Molecular Basis of Metabolic Syndrome and Weight Management,9:00 AM,9:50 AM,MW,328,Bevier Hall
FSHN527,Advanced Vitamins and Minerals: Regulations of Metabolism,9:30 AM,10:50 AM,TR,103,Bevier Hall
FSHN580,"Ethics in Research, IRB and IACUC",2:00 PM,3:20 PM,TR,144,Bevier Hall
FSHN590,Dietetic Internship I,ARRANGED,,,,
FSHN592,Graduate Internship Experience,ARRANGED,,,,
FSHN593,Seminar in Foods and Nutrition,3:00 PM,4:50 PM,R,108,Bevier Hall
FSHN595,Advanced Topics in Food Science and Human Nutrition,11:00 AM,12:50 PM,T,372,Bevier Hall
FSHN597,Graduate Seminar,11:00 AM,11:50 AM,F,180,Bevier Hall
FSHN598,Advanced Special Problems,ARRANGED,,,,
FSHN599,Thesis Research,ARRANGED,,,,
GC498,Graduate Domestic Study Away,ARRANGED,,,,
GC599,Thesis Research,ARRANGED,,,,
GEOL100,Planet Earth,ARRANGED,,,,
GEOL107,Physical Geology,11:00 AM,11:50 AM,MWF,4029,Campus Instructional Facility
GEOL118,Natural Disasters,1:00 PM,1:50 PM,MWF,2079,Natural History Building
GEOL143,History of Life,10:00 AM,11:50 AM,T,121,Davenport Hall
GEOL199,Undergraduate Open Seminar,ARRANGED,,,,
GEOL201,History of Geology,11:00 AM,12:20 PM,TR,2084,Natural History Building
GEOL208,History of the Earth System,10:00 AM,11:50 AM,R,1022,Natural History Building
GEOL350,Volcanoes,11:00 AM,12:20 PM,TR,3117,Everitt Laboratory
GEOL370,"Water Planet, Water Crisis",ARRANGED,,,,
GEOL390,Individual Study,ARRANGED,,,,
GEOL391,Individual Honors Study,ARRANGED,,,,
GEOL406,Fluvial Geomorphology,9:00 AM,10:50 AM,TR,214,Davenport Hall
GEOL407,Foundations of CyberGIS &amp; Geospatial Data Science,ARRANGED,,,,
GEOL411,Structural Geol and Tectonics,9:00 AM,11:20 AM,R,220,Davenport Hall
GEOL415,Field Geology,ARRANGED,,,,
GEOL432,Mineralogy and Mineral Optics,9:00 AM,11:50 AM,T,1022,Natural History Building
GEOL451,Environmental Geophysics,ARRANGED,,,,
GEOL460,Geochemistry,11:00 AM,11:50 AM,MWF,2078,Natural History Building
GEOL470,Introduction to Hydrogeology,11:00 AM,12:20 PM,TR,1047,Sidney Lu Mech Engr Bldg
GEOL485,Risk Analysis in Earth Science,1:00 PM,1:50 PM,MWF,1071,Natural History Building
GEOL486,Environmental Consulting,ARRANGED,,,,
GEOL490,Undergraduate Research,ARRANGED,,,,
GEOL491,Honors Undergraduate Research,ARRANGED,,,,
GEOL492,Senior Thesis,ARRANGED,,,,
GEOL493,Honors Senior Thesis,ARRANGED,,,,
GEOL497,Special Topics in Geology,ARRANGED,,,,
GEOL515,Advanced Field Geology,ARRANGED,,,,
GEOL517,Data Science for the Geosciences,2:00 PM,3:20 PM,T,,
GEOL562,Isotope Geology,9:00 AM,9:50 AM,R,2084,Natural History Building
GEOL565,Water Chemistry &amp; Bioremediation,ARRANGED,,,,
GEOL571,Contaminant Fate and Transport,2:00 PM,3:20 PM,TR,123,English Building
GEOL591,Current Research in Geoscience,12:00 PM,12:50 PM,W,124,Burrill Hall
GEOL593,Advanced Studies in Geology,ARRANGED,,,,
GEOL599,Thesis Research,ARRANGED,,,,
GER101,Beginning German I,10:00 AM,10:50 AM,MTWR,313,Davenport Hall
GER102,Beginning German II,11:00 AM,11:50 AM,MTWR,327,Gregory Hall
GER103,Intermediate German I,10:00 AM,10:50 AM,MTWR,212,Davenport Hall
GER104,Intermediate German II,12:00 PM,12:50 PM,MTWR,313,Gregory Hall
GER191,Freshman Honors Tutorial,ARRANGED,,,,
GER199,Undergraduate Open Seminar,ARRANGED,,,,
GER211,Conversation and Writing I,2:00 PM,2:50 PM,MWF,136,Davenport Hall
GER212,Conversation and Writing II,1:00 PM,1:50 PM,MWF,214,Davenport Hall
GER251,Grimm's Fairy Tales in Context,12:00 PM,12:50 PM,F,329,Gregory Hall
GER270,Sexuality and Literature,2:00 PM,2:50 PM,MWF,132,Davenport Hall
GER299,Study Abroad,ARRANGED,,,,
GER320,German for Business,10:00 AM,11:20 AM,TR,1046,Foreign Languages Building
GER331,Intro to German Literature,1:00 PM,2:20 PM,TR,316S,Mumford Hall
GER385,Politics of the European Union,2:00 PM,3:20 PM,MW,209,David Kinley Hall
GER460,Principles of Language Testing,12:30 PM,1:50 PM,TR,G23,Foreign Languages Building
GER473,1920s to Today,3:00 PM,4:20 PM,TR,316S,Mumford Hall
GER489,Theoretical Foundations of SLA,1:00 PM,1:50 PM,MWF,219,Gregory Hall
GER491,Honors Senior Thesis,ARRANGED,,,,
GER496,Special Topics German Studies,ARRANGED,,,,
GER500,Readings in German Grads I,6:20 PM,8:50 PM,M,,
GER511,Applied Literary Translation I,3:30 PM,5:50 PM,M,3072E,Foreign Languages Building
GER575,20thC German Studies,3:00 PM,4:50 PM,R,215,Davenport Hall
GER582,German Language Teaching,3:00 PM,4:50 PM,M,G18,Foreign Languages Building
GER584,Theories in Second Language Acquisition,3:00 PM,5:50 PM,W,1136,Foreign Languages Building
GER588,Sem Second Lang Learn,2:00 PM,3:50 PM,T,321,Gregory Hall
GER593,Research in Special Topics,ARRANGED,,,,
GER599,Thesis Research,ARRANGED,,,,
GGIS100,Introduction to Meteorology,10:00 AM,10:50 AM,R,G7,Foreign Languages Building
GGIS101,Global Development &amp; Environment,ARRANGED,,,,
GGIS103,Earth's Physical Systems,2:00 PM,3:50 PM,R,137C,Davenport Hall
GGIS104,Social and Cultural Geography,2:00 PM,2:50 PM,T,137D,Davenport Hall
GGIS105,The Digital Earth,1:00 PM,1:50 PM,T,338,Davenport Hall
GGIS106,Geographies of Globalization,9:00 AM,9:50 AM,MWF,1306,Everitt Laboratory
GGIS204,Cities of the World,11:00 AM,11:50 AM,MWF,4025,Campus Instructional Facility
GGIS210,Social &amp; Environmental Issues,10:00 AM,10:50 AM,MWF,1306,Everitt Laboratory
GGIS224,Environmental Data Science,1:00 PM,1:50 PM,MWF,1020,Natural History Building
GGIS280,Intro to Social Statistics,1:00 PM,1:50 PM,MWF,328,Armory
GGIS287,Environment and Society,3:30 PM,4:50 PM,TR,60,Lincoln Avenue Residence Hall
GGIS370,"Water Planet, Water Crisis",ARRANGED,,,,
GGIS371,Spatial Analysis,11:00 AM,12:50 PM,MW,1020,Natural History Building
GGIS379,Introduction to Geographic Information Systems,9:30 AM,10:50 AM,T,338,Davenport Hall
GGIS380,Spatial Problem Solving,12:30 PM,1:50 PM,TR,1020,Natural History Building
GGIS390,Independent Study,ARRANGED,,,,
GGIS391,Honors Independent Study,ARRANGED,,,,
GGIS392,Geography &amp; GIS Internship,ARRANGED,,,,
GGIS406,Fluvial Geomorphology,9:00 AM,10:50 AM,TR,214,Davenport Hall
GGIS407,Foundations of CyberGIS &amp; Geospatial Data Science,ARRANGED,,,,
GGIS410,Green Development,11:00 AM,12:20 PM,TR,2020A,Natural History Building
GGIS412,Geospatial Technology &amp; Society,1:00 PM,1:50 PM,MWF,2078,Natural History Building
GGIS466,Environmental Policy,ARRANGED,,,,
GGIS471,Modern Geographic Thought,2:00 PM,4:50 PM,W,137C,Davenport Hall
GGIS473,Digital Cartography &amp; Map Design,9:30 AM,10:50 AM,MW,1020,Natural History Building
GGIS477,Introduction to Remote Sensing,11:00 AM,12:20 PM,TR,,
GGIS480,Principles of Geographic Information Science,ARRANGED,,,,
GGIS527,Geospatial Artificial Intelligence &amp; Machine Learning,ARRANGED,,,,
GGIS560,Spatial Epidemiology,10:00 AM,11:50 AM,W,338,Davenport Hall
GGIS587,Qualitative Research Methods,1:00 PM,3:50 PM,T,2049,Natural History Building
GGIS590,Graduate Independent Study,ARRANGED,,,,
GGIS593,Geography &amp; GIS Colloquium,3:00 PM,4:20 PM,F,,
GGIS595,Graduate Seminar,11:00 AM,11:50 AM,MW,137C,Davenport Hall
GGIS598,Graduate Capstone Project,ARRANGED,,,,
GGIS599,Thesis Research,ARRANGED,,,,
GLBL100,Intro to Global Studies,2:00 PM,3:20 PM,TR,329,Davenport Hall
GLBL118,Natural Disasters,1:00 PM,1:50 PM,MWF,2079,Natural History Building
GLBL130,Resistance Movements,9:00 AM,10:20 AM,TR,,
GLBL199,Undergraduate Open Seminar,2:00 PM,3:30 PM,T,,
GLBL201,Energy Systems,4:00 PM,5:50 PM,MTWR,3217,Everitt Laboratory
GLBL220,Governance,2:30 PM,3:50 PM,TR,241,Armory
GLBL225,Career Development:Internships,4:00 PM,5:20 PM,T,G20,Foreign Languages Building
GLBL240,Global Health,10:00 AM,11:20 AM,MW,,
GLBL272,Language and Culture in Turkey,11:00 AM,12:20 PM,TR,,
GLBL296,Global St Foundation Seminar,6:00 PM,6:50 PM,MW,1051,Lincoln Hall
GLBL350,Poverty in a Global Context,1:30 PM,2:50 PM,MW,147,Altgeld Hall
GLBL440,Global Health: Interventions &amp; Evaluations,11:00 AM,12:15 PM,TR,,
GLBL481,Writing on Technol &amp; Security,11:00 AM,12:20 PM,TR,2035,Campus Instructional Facility
GLBL494,Research Methods I,3:00 PM,4:20 PM,F,,
GLBL499,Special Topics,5:30 PM,8:30 PM,W,,
GLBL500,Global Society,12:30 PM,2:50 PM,F,,
GMC199,Undergraduate Open Seminar,ARRANGED,,,,
GRK101,Elementary Greek I,ARRANGED,,,,
GRK199,Undergraduate Open Seminar,ARRANGED,,,,
GRK201,Classical &amp; Koine Greek I,10:00 AM,11:20 AM,TR,21,Psychology Building
GRK401,Survey of Greek Literature,1:00 PM,2:20 PM,TR,432,Armory
GRK491,Readings in Greek Literature,1:00 PM,2:20 PM,TR,1018,Foreign Languages Building
GRK492,Senior Thesis,ARRANGED,,,,
GRK493,Independent Reading,ARRANGED,,,,
GRK599,Thesis Research,ARRANGED,,,,
GRKM199,Undergraduate Open Seminar,ARRANGED,,,,
GRKM201,Elementary Modern Greek I,1:00 PM,1:50 PM,MWF,1035,Campus Instructional Facility
GRKM403,Intermediate Modern Greek I,3:00 PM,3:50 PM,MWF,1038,Campus Instructional Facility
GS101,Exploring General Studies,9:30 AM,10:20 AM,T,259,English Building
GS299,DGS Study Abroad,ARRANGED,,,,
GSD101,Introduction to Game Studies and Design,2:30 PM,3:50 PM,W,428,Armory
GSD102,Introduction to the Videogame Industry,3:30 PM,4:50 PM,R,1038,Campus Instructional Facility
GSD390,Special Topics in Game Studies &amp; Design,5:00 PM,6:40 PM,M,428,Armory
GSD403,An Introduction to Top Down Video Game Design,9:30 AM,10:50 AM,TR,32,Psychology Building
GSD409,Design &amp; Programming of Narrative Games &amp; Simulations,4:00 PM,5:20 PM,MW,,
GSD500,Colloquium in Game Studies &amp; Design,4:00 PM,4:50 PM,T,209,Huff Hall
GWS100,Intro Gender &amp; Women's Studies,10:00 AM,10:50 AM,F,G48,Foreign Languages Building
GWS201,"Race, Gender &amp; Power",9:30 AM,10:50 AM,TR,1002,Lincoln Hall
GWS218,Intro to Social Issues Theatre,1:00 PM,2:50 PM,MW,40,Allen Residence Hall
GWS240,Gender &amp; Sexuality in Greco-Roman Antiquity,2:00 PM,3:20 PM,TR,1092,Lincoln Hall
GWS255,"Queer Lives, Queer Politics",4:30 PM,5:50 PM,MW,132,Davenport Hall
GWS262,Women's Lives,12:00 PM,1:20 PM,MW,145,Armory
GWS270,Sexuality and Literature,2:00 PM,2:50 PM,MWF,132,Davenport Hall
GWS275,The Politics of Fashion,2:00 PM,2:50 PM,F,1051,Lincoln Hall
GWS305,"Theories of Race, Gender, and Sexuality",10:00 AM,11:20 AM,MW,156,English Building
GWS320,Gender &amp; Latina/o Migration,12:30 PM,1:50 PM,TR,132,Davenport Hall
GWS340,"Gender, Relationshps &amp; Society",11:00 AM,12:20 PM,TR,108,Bevier Hall
GWS343,Criminalization and Punishment,3:30 PM,4:50 PM,TR,G46,Foreign Languages Building
GWS345,Digital &amp; Gender Cultures,12:00 PM,12:50 PM,MWF,217,Gregory Hall
GWS356,Sex &amp; Gender in Popular Media,2:00 PM,3:20 PM,TR,147,Armory
GWS366,Feminist Disability Studies,2:00 PM,3:20 PM,TR,111,David Kinley Hall
GWS370,Queer Theory,9:30 AM,10:50 AM,TR,106,David Kinley Hall
GWS383,Hist of Blk Women's Activism,3:00 PM,4:20 PM,MW,132,Bevier Hall
GWS387,History of Sexuality in U.S.,3:00 PM,4:20 PM,MW,138,Henry Administration Bldg
GWS390,Individual Study,ARRANGED,,,,
GWS392,Chicanas&amp;Latinas: Self&amp;Society,9:30 AM,10:50 AM,TR,103,1207 W Oregon
GWS395,Intermediate Topics GWS,12:00 PM,1:15 PM,MW,1022,Lincoln Hall
GWS417,Leading Post-Perform Dialog,4:00 PM,5:50 PM,TR,134,Armory
GWS418,Devising Social Issues Theatre,11:30 AM,12:50 PM,MW,155,Allen Residence Hall
GWS424,Gender &amp; Race in Contemp Arch,11:00 AM,12:20 PM,TR,,
GWS432,Gender Communication,9:30 AM,10:50 AM,TR,1022,Lincoln Hall
GWS442,"Body, Culture &amp; Society",ARRANGED,,,,
GWS445,Latina Literature,1:30 PM,2:50 PM,MW,170,Wohlers Hall
GWS454,Social Work with Women,2:30 PM,3:45 PM,MW,,
GWS470,Transgender Studies,3:00 PM,5:50 PM,M,343,Altgeld Hall
GWS475,Queering Legal Cultures,3:00 PM,5:50 PM,T,1020,Lincoln Hall
GWS478,"Sex, Power and Politics",3:00 PM,5:50 PM,R,1020,Lincoln Hall
GWS490,Individual Study,ARRANGED,,,,
GWS540,Intersectional Pedagogies,10:00 AM,12:50 PM,T,1020,Lincoln Hall
GWS550,Feminist Theories &amp; Methods,2:00 PM,4:50 PM,R,1068,Lincoln Hall
GWS575,Transnational Feminisms,2:00 PM,4:50 PM,W,215,Davenport Hall
GWS590,Topics in GWS,ARRANGED,,,,
HDFS101,"Opportunities, Careers in HDFS",3:30 PM,4:20 PM,R,166,Bevier Hall
HDFS105,Intro to Human Development,9:00 AM,9:50 AM,T,108,Bevier Hall
HDFS108,Grief and Loss Across the Lifespan,2:30 PM,3:50 PM,MW,32,Psychology Building
HDFS120,Intro to Family Studies,10:00 AM,10:50 AM,W,144,Bevier Hall
HDFS140,Intro Gender &amp; Women's Studies,10:00 AM,10:50 AM,F,G48,Foreign Languages Building
HDFS143,Biology of Human Behavior,ARRANGED,,,,
HDFS199,Undergraduate Open Seminar,11:00 AM,11:50 AM,T,5,Christopher Hall
HDFS206,Early Childhood Curriculum Dev,8:00 AM,11:50 AM,T,109B,Child Development Laboratory
HDFS208,Child Fam with Special Needs,2:00 PM,3:20 PM,TR,132,Bevier Hall
HDFS220,Families in Global Perspective,11:00 AM,12:20 PM,TR,,
HDFS221,Asian Families in America,9:30 AM,10:45 AM,TR,302,Architecture Building
HDFS225,Close Relationships,11:00 AM,12:20 PM,MW,242,Bevier Hall
HDFS259,Motor Development and Control,11:00 AM,12:50 PM,T,255,Freer Hall
HDFS262,"Motor Develop, Growth &amp; Form",9:00 AM,9:50 AM,F,224,Freer Hall
HDFS263,"Diversity in Recreation, Sport, and Tourism",ARRANGED,,,,
HDFS290,Intro to Research Methods,9:00 AM,10:50 AM,MW,7,Christopher Hall
HDFS291,HDFS Career Planning &amp; Preparation,3:30 PM,4:20 PM,R,166,Bevier Hall
HDFS294,Research Internship,ARRANGED,,,,
HDFS295,Independent Study or Research,ARRANGED,,,,
HDFS301,Infancy &amp; Early Childhood,9:00 AM,10:50 AM,MW,W109,Turner Hall
HDFS310,Adult Development,3:30 PM,4:50 PM,TR,132,Bevier Hall
HDFS320,Families and the Law,9:30 AM,10:50 AM,TR,,
HDFS330,Statistical Reasoning for Everyday Life,11:00 AM,12:20 PM,MW,3,Christopher Hall
HDFS340,"Gender, Relationshps &amp; Society",11:00 AM,12:20 PM,TR,108,Bevier Hall
HDFS379,HDFS Study Abroad Experience,6:00 PM,7:50 PM,T,7,Christopher Hall
HDFS401,Socialization and Development,12:30 PM,1:50 PM,TR,W109,Turner Hall
HDFS404,Gerontology,3:30 PM,4:50 PM,TR,432,Armory
HDFS405,Adolescent Development,9:30 AM,10:50 AM,TR,7,Christopher Hall
HDFS424,Racial and Ethnic Families,ARRANGED,,,,
